company reports,"('amex', -5.211085144866019)","('discontinued', -5.618139282572193)","('b1', -5.798886604494445)","('01', -5.82673857213189)","('02', -5.948127118431862)","('03', -6.019199039200537)","('respectively', -6.031137196260979)","('04', -6.105005230861835)","('05', -6.1054368021531875)","('06', -6.122930199970927)","('07', -6.158774913732408)","('08', -6.188779909082163)","('b2', -6.239610516468859)","('09', -6.270049997439826)","('bancorp', -6.41081352321991)","('restated', -6.433686808621377)","('credits', -6.530837683622718)","('b3', -6.623665309117045)","('pretax', -6.770951444515765)","('b4', -6.811898229367177)"
floods,"('flood', -6.5705179634727795)","('flooding', -6.605621679124911)","('floods', -7.108474272030799)","('flooded', -7.40403973996201)","('hurricane', -7.603347002375202)","('rains', -7.724476677889037)","('rivers', -7.932869866104415)","('levees', -8.060148063360698)","('mississippi', -8.113130509790345)","('levee', -8.160451121551516)","('katrina', -8.200853751741896)","('storms', -8.235671118427875)","('evacuated', -8.289532431354683)","('engineers', -8.31152951418033)","('floodwaters', -8.391668756520662)","('counties', -8.397841610714714)","('dam', -8.402075622545542)","('mud', -8.471491416668226)","('washed', -8.474641797612025)","('swept', -8.552968665614618)"
antiques,"('antiques', -6.722801387086841)","('antique', -7.454192033588889)","('dealer', -7.738489194863034)","('sotheby', -7.90378401954006)","('collectors', -8.010121082215955)","('christie', -8.093654778138452)","('decorative', -8.155806606391884)","('carved', -8.295962704211373)","('armory', -8.324402032060737)","('collector', -8.429362454295555)","('chairs', -8.45341038240358)","('jewelry', -8.496028844022085)","('regiment', -8.585406872898695)","('vintage', -8.616312228728507)","('porcelain', -8.62635561465708)","('curator', -8.650303067890091)","('galleries', -8.705425677888606)","('bronze', -8.709901061651873)","('circa', -8.716526082410619)","('americana', -8.74449274429565)"
toys,"('toy', -6.5439100954128)","('toys', -6.611324568001238)","('dolls', -7.373010624464864)","('doll', -7.437627578377412)","('mattel', -7.552456231375965)","('barbie', -7.554143800691916)","('hasbro', -8.061847589776972)","('puppet', -8.09174563725092)","('puppets', -8.145940371958316)","('retailers', -8.69591468213028)","('puppetry', -8.777755738399435)","('stuffed', -8.795490293430234)","('puppeteers', -8.833261645570305)","('collectors', -8.888730469370806)","('lego', -8.903573486580104)","('shelves', -8.971635260482115)","('puppeteer', -9.003100830797996)","('schwarz', -9.015233203950281)","('retailer', -9.023243688850968)","('barbies', -9.057679176780978)"
intelligence,"('spy', -7.803805429955535)","('tenet', -8.02031136709449)","('qaeda', -8.047684928421702)","('classified', -8.162043612032384)","('saddam', -8.270930636987746)","('espionage', -8.30183481127737)","('terrorists', -8.508931940906793)","('spies', -8.515295686879776)","('counterterrorism', -8.570648633796196)","('covert', -8.58671937480534)","('recommendations', -8.599712806147664)","('spying', -8.60836266572009)","('cheney', -8.61162558755544)","('biological', -8.6548699867877)","('committees', -8.669187840692409)","('rumsfeld', -8.776236396622862)","('failures', -8.783513656005901)","('afghanistan', -8.792329640091083)","('prewar', -8.804948531985756)","('surveillance', -8.81078262632661)"
documentary films and programs,"('documentary', -6.123829147466595)","('documentaries', -7.366967224199881)","('pbs', -7.50972144699646)","('edited', -7.861285208477202)","('filmmakers', -7.931633491372241)","('filmmaker', -8.012175417614392)","('narrator', -8.062299610331088)","('cinema', -8.22420701163097)","('clips', -8.403647525481981)","('filmed', -8.42738417158912)","('hbo', -8.452784113308791)","('forum', -8.539570787369085)","('narration', -8.606039143228418)","('footage', -8.660460346955404)","('recalls', -8.683154572685378)","('filming', -8.684984550090856)","('frontline', -8.686447312199224)","('subtitles', -8.711635747893421)","('sundance', -8.720511525730867)","('premiere', -8.79079391894961)"
nazi policies toward jews and minorities,"('holocaust', -5.973233200787961)","('nazi', -6.025860048645343)","('nazis', -6.527436055621003)","('hitler', -6.990092859358992)","('auschwitz', -7.030099773726492)","('survivors', -7.0882519872497864)","('camps', -7.165614788722159)","('germans', -7.33317143972191)","('concentration', -7.342764572518389)","('poland', -7.47051974434845)","('waldheim', -7.529570226668601)","('swiss', -7.550629033477605)","('austria', -7.733279417338341)","('berlin', -7.809148937094282)","('wartime', -7.811116800618686)","('demjanjuk', -7.820073698464681)","('polish', -7.854422364989308)","('semitism', -7.952942525772586)","('1945', -7.96302075643146)","('ss', -7.97528190732421)"
hijacking,"('afghanistan', -6.337656046731438)","('bin', -6.516662874172863)","('taliban', -6.558742583569873)","('terrorists', -6.595526621561784)","('qaeda', -6.61427741057367)","('laden', -6.619012301842269)","('towers', -6.806505534146737)","('osama', -6.904246839894558)","('hijackers', -6.9761775632643275)","('pakistan', -7.183849949736184)","('afghan', -7.184770336270123)","('anthrax', -7.2335330112952025)","('firefighters', -7.241301865587682)","('hijacked', -7.302376385386036)","('kabul', -7.560061788850455)","('twin', -7.56679105660974)","('tragedy', -7.665739566701847)","('hijacking', -7.689293812862984)","('moussaoui', -7.716998318728967)","('saudi', -7.717799587422787)"
extradition,"('extradition', -6.595346902060405)","('extradited', -7.566644400952789)","('extradite', -7.675801574808583)","('pinochet', -8.148096017855526)","('suspects', -8.582106494612688)","('treaty', -8.585240907323254)","('indictment', -8.61903535406937)","('indicted', -8.62973822636563)","('colombia', -8.663833069751457)","('traffickers', -8.686189953735633)","('warrant', -8.69726794510908)","('fugitive', -8.737664721617108)","('chile', -8.756297564229468)","('cocaine', -8.802734820388114)","('kidnapping', -8.803320559746698)","('torture', -8.810182440705145)","('bail', -8.821262288839232)","('custody', -8.826828478619984)","('colombian', -8.892342895147454)","('augusto', -8.908342599568481)"
abortion,"('abortion', -4.944322302216138)","('abortions', -5.780515514746174)","('clinics', -6.756054093590712)","('clinic', -6.825162808058252)","('pregnancy', -6.825432813287879)","('roe', -6.881102022678872)","('fetus', -7.016850979070928)","('reproductive', -7.118553637551903)","('parenthood', -7.127078549230323)","('wade', -7.154341134510366)","('pregnant', -7.194574575012078)","('procedure', -7.2503138131303375)","('unborn', -7.602065059272441)","('pregnancies', -7.644164366316232)","('incest', -7.680009792323107)","('protesters', -7.7044662537993664)","('veto', -7.718154489385348)","('rape', -7.7323855484650545)","('fetal', -7.830098267334415)","('partial', -7.8303578222683035)"
exercise,"('fitness', -7.161980638080429)","('gym', -7.872728183029539)","('workout', -7.8893409286805065)","('muscles', -8.023583795623615)","('exercises', -8.066682719954056)","('aerobic', -8.172723877725634)","('muscle', -8.251654390098905)","('aerobics', -8.299276745517371)","('exercising', -8.342288847515638)","('diet', -8.36427224451917)","('calories', -8.404307742579913)","('weights', -8.455280437598063)","('sedentary', -8.480187742952213)","('obesity', -8.504859505913977)","('overweight', -8.553845304002458)","('workouts', -8.559626778927129)","('trainer', -8.603929760242519)","('treadmill', -8.629875711791167)","('yoga', -8.645531188108095)","('gyms', -8.657311117481838)"
"arbitration, conciliation and mediation","('arbitration', -6.432248883130544)","('arbitrator', -7.337524272625084)","('mediation', -7.811893094665951)","('arbitrators', -7.84156270667795)","('mediator', -7.914610727119092)","('disputes', -8.02660633409422)","('binding', -8.237823024149122)","('bargaining', -8.295481184221638)","('salaries', -8.596825060634185)","('mediators', -8.761608587737305)","('brokerage', -8.856573725616778)","('damages', -8.874260353112753)","('collective', -8.893855093379532)","('agreements', -9.065378665807895)","('negotiated', -9.07518840476896)","('brokers', -9.085874030527577)","('submitted', -9.097584731847654)","('impasse', -9.12760842503795)","('litigation', -9.152418976637012)","('wages', -9.194643542407418)"
constitutional amendments,"('balanced', -8.25752937784937)","('amendments', -8.320238206556557)","('flag', -8.416686248566098)","('ballot', -8.505212429290298)","('judiciary', -8.766148258781083)","('conservatives', -8.778420076799105)","('amend', -8.778580301233903)","('legislatures', -8.796071097256952)","('marriages', -8.813750787096891)","('couples', -8.868347768025199)","('referendum', -8.908472154979844)","('justices', -8.919624743386795)","('abortion', -8.948760171767065)","('desecration', -8.963920870767875)","('judicial', -8.975061792206148)","('unconstitutional', -9.021058675994706)","('banning', -9.033039714105394)","('dole', -9.055580031456994)","('prohibit', -9.099566390902213)","('shall', -9.146454002022725)"
tax evasion,"('evasion', -6.947363073417912)","('indictment', -7.746418444665773)","('yukos', -7.982678805341621)","('indicted', -7.984589270369652)","('helmsley', -8.038831757801503)","('shelters', -8.11023947195849)","('evading', -8.234896020753755)","('khodorkovsky', -8.243632884532454)","('filing', -8.271536888130427)","('kpmg', -8.347975212288464)","('taxpayers', -8.352061457198849)","('shelter', -8.380366231761075)","('scheme', -8.451417486442992)","('conspiracy', -8.453387430448792)","('transactions', -8.474994343795972)","('plea', -8.48709173955367)","('penalties', -8.497359682548318)","('defendants', -8.608940639862938)","('owed', -8.609312443922777)","('deductions', -8.612161962449578)"
pregnancy and obstetrics,"('pregnancy', -6.526090634604596)","('pregnant', -6.577638076523495)","('babies', -6.835609029644564)","('mothers', -7.224102705644262)","('births', -7.3765281559233395)","('prenatal', -7.463692220611484)","('fetus', -7.531112148234999)","('pregnancies', -7.568675274353216)","('infants', -7.709265379392745)","('caesarean', -7.8011262757238296)","('infant', -7.808118306898066)","('abortion', -7.876292615559294)","('childbirth', -7.911370269331298)","('fetal', -7.93008598423907)","('premature', -8.01493445359323)","('twins', -8.05563340491953)","('newborns', -8.108862512634234)","('newborn', -8.113613207063128)","('maternity', -8.157321349485427)","('obstetricians', -8.165959826688018)"
trade shows and fairs,"('exhibit', -7.447066965526082)","('designers', -7.4925741213043535)","('curator', -7.70554058923052)","('prints', -7.727812849326816)","('dresses', -7.776238613742221)","('skirts', -7.918434194069619)","('sculpture', -7.954337291512204)","('jackets', -7.969898406572277)","('drawings', -7.983487967310337)","('soho', -8.003685972793868)","('collections', -8.013580490788968)","('exhibitions', -8.025024175071291)","('photographer', -8.065313858013464)","('photographers', -8.114511776430009)","('photograph', -8.11757575555406)","('antiques', -8.120383305365294)","('exhibitors', -8.177104089719109)","('shapes', -8.18486854233576)","('crafts', -8.24064037008523)","('silk', -8.24766174386538)"
suicides and suicide attempts,"('suicides', -7.158737286443428)","('kevorkian', -7.220463230295024)","('assisted', -7.3001231144297165)","('terminally', -7.892334962678536)","('suicidal', -7.95454879563764)","('commit', -7.981429234879724)","('physician', -8.156539277105008)","('depressed', -8.247914501687147)","('psychiatric', -8.302043631611369)","('gunshot', -8.310247329146222)","('examiner', -8.3766748724792)","('euthanasia', -8.38401381309431)","('fieger', -8.417681386122947)","('wound', -8.46947413580186)","('shootings', -8.508496331260663)","('detective', -8.519937594543569)","('oregon', -8.523755242300314)","('antidepressants', -8.533325632716174)","('medication', -8.539094119350512)","('caliber', -8.566554928682253)"
animals,"('wildlife', -6.405246125554911)","('birds', -6.495232335513155)","('fishing', -6.586897262750317)","('humans', -6.974381950390451)","('conservation', -6.989514090011079)","('pet', -7.031176280373439)","('endangered', -7.065246322943673)","('pets', -7.070241451515793)","('fishermen', -7.11704454617966)","('hunting', -7.169615460236123)","('zoo', -7.211802912362267)","('deer', -7.212308918200973)","('cats', -7.225042244117798)","('habitat', -7.315139949210998)","('horses', -7.361314766928656)","('cat', -7.410096982451917)","('salmon', -7.461794378300517)","('fisheries', -7.504391477602204)","('breeding', -7.530038127489863)","('trout', -7.580596841374359)"
foster care,"('caseworkers', -7.865586350422841)","('abused', -8.084261091458835)","('neglect', -8.203487509732248)","('adoption', -8.316276755848019)","('babies', -8.38328956485778)","('custody', -8.571730491170397)","('neglected', -8.588740162078846)","('caseworker', -8.63755282083404)","('placement', -8.660526504812857)","('adoptive', -8.74809285812783)","('mothers', -8.784426031994716)","('advocacy', -8.795294828976362)","('infants', -8.84185553997386)","('caring', -8.885395765319796)","('scoppetta', -8.906334535497376)","('adoptions', -8.942595561470938)","('placements', -8.963119663957334)","('biological', -8.970235961429431)","('lowry', -8.984172726834695)","('boarder', -9.071848398920789)"
credit and money cards,"('visa', -7.001340938856112)","('mastercard', -7.1206741631805155)","('issuers', -7.9338813872686735)","('holders', -7.9632230012257175)","('purchases', -7.97271298620622)","('debit', -8.030653257696255)","('merchants', -8.158855942222512)","('cardholders', -8.217585496603807)","('transactions', -8.274731641838546)","('citibank', -8.281015206508286)","('issuer', -8.317938874550219)","('theft', -8.503543652425794)","('nilson', -8.51536214722597)","('stolen', -8.531903274406709)","('balances', -8.594372847060589)","('transaction', -8.599161418773088)","('mbna', -8.615351450742072)","('discover', -8.68176701367407)","('retailers', -8.702741233612175)","('debts', -8.748843323918706)"
tennis,"('wimbledon', -5.929327984513887)","('seeded', -5.988405697056155)","('agassi', -6.141953303544314)","('slam', -6.194161320322241)","('sampras', -6.22984069109999)","('graf', -6.317548464986258)","('matches', -6.442968321267636)","('mcenroe', -6.47309097486093)","('seles', -6.537402392479734)","('singles', -6.624365689070829)","('doubles', -6.6595522035816765)","('navratilova', -6.726571361244401)","('martina', -6.7484665818191845)","('australian', -6.75091095149997)","('steffi', -6.757817754336358)","('forehand', -6.797071176599679)","('capriati', -6.800312267161526)","('semifinals', -6.8239551329555415)","('becker', -6.881894778742706)","('backhand', -6.894163231298917)"
